epoch,learning_rate,loss,val_loss
0,0.0010000000474974513,0.13361403346061707,0.11217296868562698
1,0.0010000000474974513,0.11384491622447968,0.11040138453245163
2,0.0010000000474974513,0.11265666037797928,0.11030948907136917
3,0.0010000000474974513,0.11215819418430328,0.11021585017442703
4,0.0010000000474974513,0.11179469525814056,0.10915429145097733
5,0.0010000000474974513,0.11161896586418152,0.10955452173948288
6,0.0010000000474974513,0.11135726422071457,0.11141951382160187
7,0.0010000000474974513,0.11099705845117569,0.10981396585702896
8,0.0010000000474974513,0.11091628670692444,0.10830552130937576
9,0.0010000000474974513,0.11061391234397888,0.10868225246667862
10,0.0010000000474974513,0.11039024591445923,0.10905151069164276
11,0.0010000000474974513,0.110101118683815,0.10894845426082611
12,0.0010000000474974513,0.1101766899228096,0.10811375081539154
13,0.0010000000474974513,0.11001212149858475,0.10859744995832443
14,0.0010000000474974513,0.10989601165056229,0.10864947736263275
15,0.0010000000474974513,0.10943818837404251,0.10921473801136017
16,0.0010000000474974513,0.10938365757465363,0.10887729376554489
17,0.0010000000474974513,0.10949143767356873,0.1082209050655365
18,0.0010000000474974513,0.1092647835612297,0.10882572829723358
19,0.0010000000474974513,0.10927426069974899,0.10956186056137085
20,0.0010000000474974513,0.10918521136045456,0.10911692678928375
21,0.0010000000474974513,0.10907194763422012,0.10907968133687973
22,0.0010000000474974513,0.10892071574926376,0.1085997149348259
23,0.0005000000237487257,0.10840925574302673,0.10900631546974182
24,0.0005000000237487257,0.10831790417432785,0.10840021818876266
25,0.0005000000237487257,0.10829657316207886,0.10843616724014282
26,0.0005000000237487257,0.10819714516401291,0.10826428979635239
27,0.0005000000237487257,0.10817223787307739,0.10876236855983734
28,0.0005000000237487257,0.10813948512077332,0.10818055272102356
29,0.0005000000237487257,0.10811133682727814,0.10850077122449875
30,0.0005000000237487257,0.1081157848238945,0.10883184522390366
31,0.0005000000237487257,0.10807710886001587,0.10834808647632599
32,0.0005000000237487257,0.10806911438703537,0.10797257721424103
33,0.0005000000237487257,0.10806495696306229,0.10830485075712204
34,0.0005000000237487257,0.10798358917236328,0.108262799680233
35,0.0005000000237487257,0.10799585282802582,0.1087857261300087
36,0.0005000000237487257,0.10794932395219803,0.10843773931264877
37,0.0005000000237487257,0.10791558772325516,0.1089220643043518
38,0.0005000000237487257,0.10792838782072067,0.10814470052719116
39,0.0005000000237487257,0.1078893393278122,0.10822895169258118
40,0.0005000000237487257,0.10785584896802902,0.10852758586406708
41,0.0005000000237487257,0.10786795616149902,0.1084681898355484
42,0.0005000000237487257,0.1078394427895546,0.10859575867652893
43,0.0002500000118743628,0.10765521973371506,0.10832775384187698
44,0.0002500000118743628,0.1076429933309555,0.10824348032474518
45,0.0002500000118743628,0.10762915015220642,0.10803487151861191
46,0.0002500000118743628,0.10759276151657104,0.10810571163892746
47,0.0002500000118743628,0.1075979694724083,0.10839440673589706
48,0.0002500000118743628,0.10756107419729233,0.10823201388120651
49,0.0002500000118743628,0.10757074505090714,0.10823936015367508
50,0.0002500000118743628,0.10755614936351776,0.10820113867521286
51,0.0002500000118743628,0.10753566026687622,0.10844828188419342
52,0.0002500000118743628,0.10752585530281067,0.10828583687543869
