epoch,learning_rate,loss,val_loss
0,0.0010000000474974513,0.023702576756477356,0.0938151478767395
1,0.0010000000474974513,0.015049220994114876,0.05946478620171547
2,0.0010000000474974513,0.013016222044825554,0.062323641031980515
3,0.0010000000474974513,0.011789142154157162,0.028272224590182304
4,0.0010000000474974513,0.010684732347726822,0.025445831939578056
5,0.0010000000474974513,0.010271357372403145,0.042661476880311966
6,0.0010000000474974513,0.009729529730975628,0.027715910226106644
7,0.0010000000474974513,0.009058034047484398,0.032664526253938675
8,0.0010000000474974513,0.008548407815396786,0.026032891124486923
9,0.0010000000474974513,0.00800779927521944,0.051481638103723526
10,0.0005000000237487257,0.006521840579807758,0.010718242265284061
11,0.0005000000237487257,0.006041082087904215,0.02089650183916092
12,0.0005000000237487257,0.005615036468952894,0.014757168479263783
13,0.0005000000237487257,0.0054773371666669846,0.010462253354489803
14,0.0005000000237487257,0.005202993750572205,0.018523873761296272
15,0.0005000000237487257,0.0051192124374210835,0.011613422073423862
16,0.0005000000237487257,0.005047598388046026,0.01102207787334919
17,0.0005000000237487257,0.0046827769838273525,0.01672801934182644
18,0.0005000000237487257,0.004769876133650541,0.01673031412065029
19,0.0002500000118743628,0.004032677970826626,0.013575207442045212
20,0.0002500000118743628,0.0038176854141056538,0.008580856956541538
21,0.0002500000118743628,0.0037142676301300526,0.01738601364195347
22,0.0002500000118743628,0.00367987179197371,0.011724142357707024
23,0.0002500000118743628,0.0035792477428913116,0.008798385038971901
24,0.0002500000118743628,0.0033846297301352024,0.01230978686362505
25,0.0002500000118743628,0.0034727142192423344,0.01926116831600666
26,0.0001250000059371814,0.003181059844791889,0.008300242014229298
27,0.0001250000059371814,0.003011754248291254,0.00882603507488966
28,0.0001250000059371814,0.002977483905851841,0.007623365148901939
29,0.0001250000059371814,0.002932853065431118,0.008261006325483322
30,0.0001250000059371814,0.0029149854090064764,0.008567816577851772
31,0.0001250000059371814,0.0028606727719306946,0.011813760735094547
32,0.0001250000059371814,0.0028154575265944004,0.014669978059828281
33,0.0001250000059371814,0.0027614617720246315,0.008856026455760002
34,6.25000029685907e-05,0.0026550046168267727,0.007814821787178516
35,6.25000029685907e-05,0.002624975051730871,0.007024056743830442
36,6.25000029685907e-05,0.002573072910308838,0.008409016765654087
37,6.25000029685907e-05,0.0025680887047201395,0.00812801904976368
38,6.25000029685907e-05,0.002541222609579563,0.007429012097418308
39,6.25000029685907e-05,0.0025257039815187454,0.007870854809880257
40,6.25000029685907e-05,0.0025049084797501564,0.007647158578038216
41,3.125000148429535e-05,0.0024667936377227306,0.007600246462970972
42,3.125000148429535e-05,0.0024181343615055084,0.007151346653699875
43,3.125000148429535e-05,0.0023750956170260906,0.007429875899106264
44,3.125000148429535e-05,0.0023753189016133547,0.0070955934934318066
45,3.125000148429535e-05,0.0023482979740947485,0.007037278264760971
