epoch,learning_rate,loss,val_loss
0,0.0010000000474974513,0.2332243025302887,0.21137361228466034
1,0.0010000000474974513,0.2115085870027542,0.2063889056444168
2,0.0010000000474974513,0.20820868015289307,0.20467065274715424
3,0.0010000000474974513,0.20550502836704254,0.20311398804187775
4,0.0010000000474974513,0.20425504446029663,0.20582197606563568
5,0.0010000000474974513,0.20216745138168335,0.20100152492523193
6,0.0010000000474974513,0.20081883668899536,0.20010563731193542
7,0.0010000000474974513,0.19949732720851898,0.19977587461471558
8,0.0010000000474974513,0.1980533003807068,0.20255325734615326
9,0.0010000000474974513,0.19659456610679626,0.19895823299884796
10,0.0010000000474974513,0.1946600079536438,0.20224472880363464
11,0.0010000000474974513,0.19348010420799255,0.19907115399837494
12,0.0010000000474974513,0.19227711856365204,0.19688835740089417
13,0.0010000000474974513,0.19115322828292847,0.19737522304058075
14,0.0010000000474974513,0.18997541069984436,0.1975974142551422
15,0.0010000000474974513,0.18896129727363586,0.19673235714435577
16,0.0010000000474974513,0.18804052472114563,0.19428706169128418
17,0.0010000000474974513,0.187299445271492,0.19893912971019745
18,0.0010000000474974513,0.18645234405994415,0.19510841369628906
19,0.0010000000474974513,0.18591448664665222,0.1950443685054779
20,0.0010000000474974513,0.18510514497756958,0.1961434930562973
21,0.0010000000474974513,0.18454203009605408,0.19363780319690704
22,0.0010000000474974513,0.18352153897285461,0.194511279463768
23,0.0010000000474974513,0.18350952863693237,0.1933906078338623
24,0.0010000000474974513,0.18267545104026794,0.19485102593898773
25,0.0010000000474974513,0.1818467229604721,0.19321273267269135
26,0.0010000000474974513,0.18141359090805054,0.19378815591335297
27,0.0010000000474974513,0.1806364357471466,0.19566258788108826
28,0.0010000000474974513,0.18007847666740417,0.19398637115955353
29,0.0010000000474974513,0.1796668916940689,0.19335979223251343
30,0.0010000000474974513,0.17899836599826813,0.19491970539093018
31,0.0010000000474974513,0.1787283718585968,0.1930752545595169
32,0.0010000000474974513,0.17837686836719513,0.1931605190038681
33,0.0010000000474974513,0.17774806916713715,0.1944950520992279
34,0.0010000000474974513,0.17733199894428253,0.1916423887014389
35,0.0010000000474974513,0.17698001861572266,0.1937980055809021
36,0.0010000000474974513,0.17635037004947662,0.19295139610767365
37,0.0010000000474974513,0.17609910666942596,0.195224791765213
38,0.0010000000474974513,0.17577776312828064,0.19174326956272125
39,0.0010000000474974513,0.17505981028079987,0.19271042943000793
40,0.0010000000474974513,0.17447900772094727,0.19289863109588623
41,0.0010000000474974513,0.1744118630886078,0.19265328347682953
42,0.0010000000474974513,0.17370320856571198,0.19377341866493225
43,0.0010000000474974513,0.17370089888572693,0.1946648806333542
44,0.0010000000474974513,0.1730325073003769,0.1930476427078247
45,0.0005000000237487257,0.169540673494339,0.19369494915008545
46,0.0005000000237487257,0.1687043309211731,0.1930272877216339
47,0.0005000000237487257,0.1681673377752304,0.1918003112077713
48,0.0005000000237487257,0.16777397692203522,0.1918460875749588
49,0.0005000000237487257,0.1673554629087448,0.19279907643795013
50,0.0005000000237487257,0.16704700887203217,0.19305001199245453
51,0.0005000000237487257,0.1666780710220337,0.1918753981590271
52,0.0005000000237487257,0.166398823261261,0.19258931279182434
53,0.0005000000237487257,0.16626682877540588,0.19266240298748016
54,0.0005000000237487257,0.1660536229610443,0.19267863035202026
